Titre	Auteur	URL	Nom fichier	URL source année fin écriture	Année fin écriture	Nom auteur	Id auteur wikidata	URI œuvre data.bnf	Nb tokens	Nb words	Licence
Le Club des Valets-de-Coeur II	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-02b.epub	1858_Le_Club_des_Valets-de-Coeur_II	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1858	Ponson	Q2595750		129009	143683	Domaine public
Le Grand Chef des Aucas	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-Aucas.epub	1858_Le_Grand_Chef_des_Aucas	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1858	Aimard	Q472068		183685	201106	Domaine public
Les Malheurs de Sophie	Sophie de Ségur	https://fr.wikisource.org/wiki/Les_Malheurs_de_Sophie	1858_Les_Malheurs_de_Sophie	https://books.google.fr/books?id=c3WJDwAAQBAJ&lpg=PP1&dq=la%20librairie%20hachette%20de%201826%20%C3%A0%20nos%20jours&hl=fr&pg=PT366#v=onepage&q=S%C3%A9gur&f=false	1858	Ségur	Q465681		32876	36004	Domaine public
Les pirates des prairies	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-pirates.epub	1858_Les_pirates_des_prairies	https://fr.wikipedia.org/wiki/Gustave_Aimard	1858	Aimard	Q472068		86913	95318	Domaine public
Les trappeurs de l'Arkansas	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard_Les_trappeurs_de_lArkansas.epub	1858_Les_trappeurs_de_l_Arkansas	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1858	Aimard	Q472068		81604	89658	Domaine public
Les Vacances	Sophie de Ségur	https://fr.wikisource.org/wiki/Les_Vacances	1858_Les_Vacances	http://expositions.bnf.fr/livres-enfants/cabinet_lecture/textes/131.pdf	1858	Ségur	Q465681		56244	61356	Domaine public
Narcisse	George Sand	https://fr.wikisource.org/wiki/Narcisse_(Sand)	1858_Narcisse	https://classiques-garnier.com/correspondance-tome-xv-juillet-1858-juin-1860-chronologie-juillet-decembre-1858.html?displaymode=full	1858	Sand	Q3816		58310	65132	Domaine public
Constance Verrier	George Sand	https://fr.wikisource.org/wiki/Constance_Verrier	1859_Constance_Verrier	https://classiques-garnier.com/correspondance-tome-xv-juillet-1858-juin-1860-chronologie-janvier-decembre-1859.html?displaymode=full	1859	Sand	Q3816		60465	67156	Domaine public
Jean de La Roche	George Sand	https://fr.wikisource.org/wiki/Jean_de_La_Roche_(RDDM)	1859_Jean_de_La_Roche	https://classiques-garnier.com/correspondance-tome-xv-juillet-1858-juin-1860-chronologie-janvier-decembre-1859.html?displaymode=full	1859	Sand	Q3816		63572	70333	Domaine public
L'éclaireur	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-eclaireur.epub	1859_L_eclaireur	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1859	Aimard	Q472068		119843	132250	Domaine public
La loi de Lynch	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-Lynch.epub	1859_La_loi_de_Lynch	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1859	Aimard	Q472068		106471	117322	Domaine public
Les exploits de Rocambole I	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-03a.epub	1859_Les_exploits_de_Rocambole_I	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1859	Ponson	Q2595750		173239	192466	Domaine public
Les exploits de Rocambole II	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-03b.epub	1859_Les_exploits_de_Rocambole_II	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1859	Ponson	Q2595750		90505	100588	Domaine public
Les exploits de Rocambole III	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-03c.epub	1859_Les_exploits_de_Rocambole_III	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1859	Ponson	Q2595750		72494	80637	Domaine public
La Ville noire	George Sand	https://gallica.bnf.fr/ark:/12148/bpt6k132155c	1860_La_Ville_noire	https://classiques-garnier.com/correspondance-tome-xv-juillet-1858-juin-1860-chronologie-janvier-juin-1860.html?displaymode=full	1860	Sand	Q3816		46898	51612	Domaine public
Le chevalier Ténèbre	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Le_chevalier_Tenebre.epub	1860_Le_chevalier_Tenebre	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres	1860	Féval	Q472568		35543	39070	Domaine public
Le Marquis de Villemer	George Sand	https://fr.wikisource.org/wiki/Le_Marquis_de_Villemer_(Calmann-L%C3%A9vy,_1925)	1860_Le_Marquis_de_Villemer	https://classiques-garnier.com/correspondance-tome-xv-juillet-1858-juin-1860-chronologie-janvier-juin-1860.html?displaymode=full	1860	Sand	Q3816		90816	100450	Domaine public
Les Mémoires d’un âne	Sophie de Ségur	https://fr.wikisource.org/wiki/M%C3%A9moires_d%E2%80%99un_%C3%A2ne	1860_Les_Memoires_d_un_ane	https://journals.openedition.org/clio/11783	1860	Ségur	Q465681	http://data.bnf.fr/ark:/12148/cb171285319#about	50667	55938	Domaine public
Valvèdre	George Sand	http://www.gutenberg.org/ebooks/13263	1860_Valvedre	https://classiques-garnier.com/correspondance-tome-xvi-juillet-1860-mars-1862-chronologie-janvier-decembre-1861.html?displaymode=fulll	1860	Sand	Q3816		85706	95462	Domaine public
La Famille de Germandre	George Sand	https://fr.wikisource.org/wiki/La_Famille_de_Germandre	1861_La_Famille_de_Germandre	https://classiques-garnier.com/correspondance-tome-xvi-juillet-1860-mars-1862-chronologie-janvier-decembre-1861.html?displaymode=full	1861	Sand	Q3816		49349	54549	Domaine public
La Sœur de Gribouille	Sophie de Ségur	https://fr.wikisource.org/wiki/La_S%C5%93ur_de_Gribouille	1861_La_Soeur_de_Gribouille	https://books.google.fr/books?id=BnVYDwAAQBAJ&lpg=PT6&ots=8HoXMjpieC&lr&hl=fr&pg=PT207#v=onepage&q&f=false	1861	Ségur	Q465681		53985	60103	Domaine public
Les aventures du baron de Bréhat de Bréhaut	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-baron.epub	1861_Les_aventures_du_baron_de_Brehat_de_Brehaut	https://www.google.fr/books/edition/Dico_Ponson_du_Terrail/7hr_CgAAQBAJ?hl=fr&gbpv=1&dq=%221862+histoire+d%27un+terrier+pendant+la+r%C3%A9volution+de+89%22&pg=PT1384&printsec=frontcover	1861	Ponson	Q2595750		19206	21016	Domaine public
Les Bons Enfants	Sophie de Ségur	https://fr.wikisource.org/wiki/Les_Bons_Enfants	1861_Les_Bons_Enfants	https://muse.jhu.edu/article/265019/summary	1861	Ségur	Q465681		52091	57152	Domaine public
Les Rôdeurs de frontières	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-rodeurs.epub	1861_Les_Rodeurs_de_frontieres	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1861	Aimard	Q472068		80301	88447	Domaine public
Pauvre Blaise	Sophie de Ségur	https://fr.wikisource.org/wiki/Pauvre_Blaise	1861_Pauvre_Blaise	https://books.google.fr/books?id=BnVYDwAAQBAJ&lpg=PT6&ots=8HoXMjpieC&lr&hl=fr&pg=PT207#v=onepage&q&f=false	1861	Ségur	Q465681		52019	57260	Domaine public
Antonia	George Sand	https://fr.wikisource.org/wiki/Antonia_(Sand)	1862_Antonia	https://classiques-garnier.com/correspondance-tome-xvii-avril-1862-juillet-1863-chronologie-avril-decembre-1862.html?displaymode=full	1862	Sand	Q3816		78130	86878	Domaine public
L’Auberge de l’Ange Gardien	Sophie de Ségur	https://fr.wikisource.org/wiki/L%E2%80%99Auberge_de_l%E2%80%99Ange_Gardien	1862_L_Auberge_de_l_Ange_Gardien	https://brill.com/view/book/edcoll/9789401207560/B9789401207560-s009.xml	1862	Ségur	Q465681		53534	58900	Domaine public
Le comte de Chanteleine	Jules Verne	http://beq.ebooksgratuits.com/vents-epub/Verne-Chanteleine.epub	1862_Le_comte_de_Chanteleine	http://beq.ebooksgratuits.com/vents/verne.htm	1862	Verne	Q33977		31914	34582	Domaine public
Les Deux Nigauds	Sophie de Ségur	https://fr.wikisource.org/wiki/Livre:Segur_-_Les_Deux_Nigauds.djvu	1862_Les_Deux_Nigauds	https://d1wqtxts1xzle7.cloudfront.net/54124882/Urbaphobie_Airiau.pdf?1502541142=&response-content-disposition=inline%3B+filename%3DLes_villes_absentes_de_la_Comtesse_de_Se.pdf&Expires=1606114039&Signature=K0hbUTg3ccRbvt4obypg6KoWnyJSxQ7K3so12PMiQZ8HdRYRbaD1uLLbuwrsYtillm7NJ~7E0AoBpj7lXK0gYMXnXqimzjqrPNNMIpG8gqjTY3UnoEFHLlY7HT2g6K0TMznrAjHsAhpDeJN~QLhRA1-tT2rBvz-hdvi-~q88Pxswg9zNj5DCW7fWjMVmKICXrn8yEt531-RzJWX4jQGI6jh2nXhgmSYICSf-d5sY9PP2Xd1c2N2snHlOMcGsxtO0BT6YEuHeQeXj8X6ivCIzQ5z0SGacIlGcueCPVg2Oe5ebeegX~2VPLxqqUMutcoyasZFOsauLW5-ZtDi6OatFLg__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA	1862	Ségur	Q465681		49939	54893	Domaine public
Les nuits de la Maison-Dorée	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-maison.epub	1862_Les_nuits_de_la_Maison-Doree	https://catalogue.bnf.fr/ark:/12148/cb31134239v	1862	Ponson	Q2595750		47125	52223	Domaine public
Tamaris	George Sand	http://www.gutenberg.org/ebooks/45753	1862_Tamaris	https://classiques-garnier.com/correspondance-tome-xvi-juillet-1860-mars-1862-chronologie-janvier-decembre-1861.html?displaymode=full	1862	Sand	Q3816		68795	76191	Domaine public
1. Les Habits Noirs	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Habits_Noirs_I.epub	1863_1_Les_Habits_Noirs	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres, https://fr.wikipedia.org/wiki/Les_Habits_noirs, https://data.bnf.fr/fr/documents-by-rdt/11902704/te/page4	1863	Féval	Q472568		191165	210349	Domaine public
Cinq Semaines en ballon	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Cinq_semaines_en_ballon.epub	1863_Cinq_Semaines_en_ballon	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1863	Verne	Q33977		74019	80934	Domaine public
Laura. ― Voyage dans le cristal	George Sand	https://fr.wikisource.org/wiki/Laura._%E2%80%95_Voyage_dans_le_cristal	1863_Laura_Voyage_dans_le_cristal	https://classiques-garnier.com/correspondance-tome-xviii-aout-1863-decembre-1864-chronologie-janvier-decembre-1864.html?displaymode=full	1863	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb17875202d#about	32350	35857	Domaine public
Le Général Dourakine	Sophie de Ségur	https://fr.wikisource.org/wiki/Le_G%C3%A9n%C3%A9ral_Dourakine	1863_Le_General_Dourakine	https://brill.com/view/book/edcoll/9789401207560/B9789401207560-s008.xml	1863	Ségur	Q465681		47971	52160	Domaine public
Les Chevaliers du clair de lune I	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-clairdelune-1.epub	1863_Les_Chevaliers_du_clair_de_lune_I	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1863	Ponson	Q2595750		59306	65322	Domaine public
Les Chevaliers du clair de lune II	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-clairdelune-2.epub	1863_Les_Chevaliers_du_clair_de_lune_II	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1863	Ponson	Q2595750		66097	73140	Domaine public
Les Chevaliers du clair de lune III	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-clairdelune-3.epub	1863_Les_Chevaliers_du_clair_de_lune_III	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1863	Ponson	Q2595750		72778	80424	Domaine public
Les Chevaliers du clair de lune IV	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-clairdelune-4.epub	1863_Les_Chevaliers_du_clair_de_lune_IV	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1863	Ponson	Q2595750		73609	81842	Domaine public
Contes à Ninon.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-ninon1.epub	1864_Contes_a_Ninon	https://fr.wikipedia.org/wiki/Émile_Zola	1864	Zola	Q504	http://data.bnf.fr/ark:/12148/cb14868284p#about	63224	68804	Domaine public
François le bossu	Sophie de Ségur	https://fr.wikisource.org/wiki/Fran%C3%A7ois_le_bossu	1864_Francois_le_bossu	https://muse.jhu.edu/article/317104/summary	1864	Ségur	Q465681		51498	56058	Domaine public
La Confession d’une jeune fille	George Sand	https://fr.wikisource.org/wiki/La_Confession_d%E2%80%99une_jeune_fille	1864_La_Confession_d_une_jeune_fille	https://classiques-garnier.com/correspondance-tome-xviii-aout-1863-decembre-1864-chronologie-janvier-decembre-1864.html?displaymode=full	1864	Sand	Q3816		126436	140818	Domaine public
Le Guaranis	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-Guaranis.epub	1864_Le_Guaranis	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1864	Aimard	Q472068		75202	82602	Domaine public
Voyage au centre de la Terre	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Voyage_au_centre_de_la_terre.epub	1864_Voyage_au_centre_de_la_Terre	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1864	Verne	Q33977	http://data.bnf.fr/ark:/12148/cb12342582t#about	63967	70519	Domaine public
2. Coeur d'Acier	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Habits_Noirs_II.epub	1865_2_Coeur_d_Acier	https://fr.wikipedia.org/wiki/Les_Habits_noirs	1865	Féval	Q472568		156925	172440	Domaine public
De la Terre à la Lune	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_De_la_terre_a_la_lune.epub	1865_De_la_Terre_a_la_Lune	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1865	Verne	Q33977		44212	48544	Domaine public
Évangile d’une grand’mère	Sophie de Ségur	https://fr.wikisource.org/wiki/%C3%89vangile_d%E2%80%99une_grand%E2%80%99m%C3%A8re	1865_Evangile_d_une_grand_mere	https://books.google.fr/books?id=t0RVAAAAcAAJ&ots=xTViyVJWtG&dq=%22%C3%89vangile%20d'une%20grand%20m%C3%A8re%22%20%221865%22&lr&hl=fr&pg=PR4#v=onepage&q=%22%C3%89vangile%20d'une%20grand%20m%C3%A8re%22%20%221865%22&f=false	1865	Ségur	Q465681		79337	86843	Domaine public
Jean qui grogne et Jean qui rit	Sophie de Ségur	https://fr.wikisource.org/wiki/Jean_qui_grogne_et_Jean_qui_rit	1865_Jean_qui_grogne_et_Jean_qui_rit	https://books.google.fr/books?id=amkFfkgedeMC&lpg=PT16&ots=7rlAxOYTOr&dq=%22Un%20bon%20petit%20diable%22%201864%20%22templier%22&lr&hl=fr&pg=PT592#v=onepage&q&f=false	1865	Ségur	Q465681		62436	68345	Domaine public
L'anneau de fer du passé	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-anneau.epub	1865_L_anneau_de_fer_du_passe	https://catalogue.bnf.fr/ark:/12148/cb31134239v	1865	Ponson	Q2595750		28877	31710	Domaine public
La confession de Claude.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-Claude.epub	1865_La_confession_de_Claude	https://fr.wikipedia.org/wiki/Émile_Zola	1865	Zola	Q504		46532	50859	Domaine public
Le Chambrion	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-baronne.epub	1865_Le_Chambrion	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1865	Ponson	Q2595750		62567	68850	Domaine public
Le piqueur Sonne-Toujours	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-piqueur.epub	1865_Le_piqueur_Sonne-Toujours	https://catalogue.bnf.fr/ark:/12148/cb31134239v	1865	Ponson	Q2595750		15024	16512	Domaine public
Les bohèmes de la mer	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-bohemes.epub	1865_Les_bohemes_de_la_mer	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1865	Aimard	Q472068		53821	59448	Domaine public
Les nuits du quartier Breda	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-quartier.epub	1865_Les_nuits_du_quartier_Breda	https://catalogue.bnf.fr/rechercher.do?motRecherche=Les+nuits+du+quartier+Breda&critereRecherche=0&depart=0&facetteModifiee=ok	1865	Ponson	Q2595750		49148	54090	Domaine public
Un bon petit diable	Sophie de Ségur	https://fr.wikisource.org/wiki/Un_bon_petit_diable	1865_Un_bon_petit_diable	https://www.cairn.info/load_pdf.php?ID_ARTICLE=ERES_PARIS_2013_01_0337&download=1	1865	Ségur	Q465681		55413	61246	Domaine public
La fabrique de crimes	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_La_fabrique_de_crimes.epub	1866_La_fabrique_de_crimes	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres	1866	Féval	Q472568		27265	29902	Domaine public
La Fortune de Gaspard	Sophie de Ségur	https://fr.wikisource.org/wiki/La_Fortune_de_Gaspard	1866_La_Fortune_de_Gaspard	https://books.google.fr/books?id=uVt8DwAAQBAJ&lpg=PT3&ots=Bw75_Uw1_Q&dq=%22La%20Fortune%20de%20Gaspard%22%201866%20templier&lr&hl=fr&pg=PT13#v=snippet&q=%22la%20fortune%20de%20gaspard%22%20tromp%C3%A9%20d'enfant&f=false	1866	Ségur	Q465681		59896	65994	Domaine public
La résurrection de Rocambole I	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-05a.epub	1866_La_resurrection_de_Rocambole_I	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1866	Ponson	Q2595750		72094	80003	Domaine public
La résurrection de Rocambole II	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-05b.epub	1866_La_resurrection_de_Rocambole_II	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1866	Ponson	Q2595750		71127	79116	Domaine public
La résurrection de Rocambole III	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-05c.epub	1866_La_resurrection_de_Rocambole_III	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1866	Ponson	Q2595750		83258	92854	Domaine public
La résurrection de Rocambole IV	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-05d.epub	1866_La_resurrection_de_Rocambole_IV	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1866	Ponson	Q2595750		62363	69619	Domaine public
Le Dernier Amour	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand-dernier_amour.epub	1866_Le_Dernier_Amour	https://www.desfemmes.fr/litterature/le-dernier-amour/	1866	Sand	Q3816		79206	88033	Domaine public
Le vœu d'une morte.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-morte.epub	1866_Le_voeu_d_une_morte	https://fr.wikipedia.org/wiki/Émile_Zola	1866	Zola	Q504		38524	42008	Domaine public
Les Aventures du capitaine Hatteras	Jules Verne	http://beq.ebooksgratuits.com/vents-epub/Verne_Voyages_et_aventures_du_capitaine_Hatteras.epub	1866_Les_Aventures_du_capitaine_Hatteras	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1866	Verne	Q33977		126182	138059	Domaine public
Les pieds-fourchus	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard_Les_pieds_fourchus.epub	1866_Les_pieds-fourchus	https://fr.wikipedia.org/wiki/Gustave_Aimard	1866	Aimard	Q472068		35082	38511	Domaine public
Quel amour d’enfant !	Sophie de Ségur	https://fr.wikisource.org/wiki/Quel_amour_d%E2%80%99enfant_!	1866_Quel_amour_d_enfant_	https://books.google.fr/books?id=lmRADQAAQBAJ&lpg=PA51&ots=0bPWk7mav-&dq=Il%20est%20en%20effet%20%C3%A9vident%20que%20dans%20Quel%20amour%20d'enfant!%20(1866)%2C%20les%20probl%C3%A8mes%20de%20Giselle%2C%20l'enfant%20g%C3%A2t%C3%A9e%2C%20n'ont%20rien%20d'autobiographique&lr&hl=fr&pg=PA52#v=onepage&q=Il%20est%20en%20effet%20%C3%A9vident%20que%20dans%20Quel%20amour%20d'enfant!%20(1866),%20les%20probl%C3%A8mes%20de%20Giselle,%20l'enfant%20g%C3%A2t%C3%A9e,%20n'ont%20rien%20d'autobiographique&f=false	1866	Ségur	Q465681		49976	54529	Domaine public
6. L'avaleur de sabres	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Habits_Noirs_VI.epub	1867_6_L_avaleur_de_sabres	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres, https://data.bnf.fr/fr/documents-by-rdt/11902704/te/page3	1867	Féval	Q472568		137793	151461	Domaine public
Jim l'Indien	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard_Jim_lIndien.epub	1867_Jim_l_Indien	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard	1867	Aimard	Q472068		34810	38436	Domaine public
La bohémienne du grand monde	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Bohemienne.epub	1867_La_bohemienne_du_grand_monde	https://catalogue.bnf.fr/rechercher.do?motRecherche=La+bohémienne+du+grand+monde&critereRecherche=0&depart=0&facetteModifiee=ok	1867	Ponson	Q2595750		51438	56935	Domaine public
Le dernier mot de Rocambole I	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-mot-1.epub	1867_Le_dernier_mot_de_Rocambole_I	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1867	Ponson	Q2595750		102086	112481	Domaine public
Le dernier mot de Rocambole II	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-mot-2.epub	1867_Le_dernier_mot_de_Rocambole_II	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1867	Ponson	Q2595750		95933	105949	Domaine public
Le dernier mot de Rocambole III	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-mot-3.epub	1867_Le_dernier_mot_de_Rocambole_III	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1867	Ponson	Q2595750		93257	102973	Domaine public
Le dernier mot de Rocambole IV	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-mot-4.epub	1867_Le_dernier_mot_de_Rocambole_IV	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1867	Ponson	Q2595750		44750	49681	Domaine public
Le dernier mot de Rocambole V	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-mot-5.epub	1867_Le_dernier_mot_de_Rocambole_V	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1867	Ponson	Q2595750		25552	28422	Domaine public
Le Mauvais Génie	Sophie de Ségur	https://fr.wikisource.org/wiki/Le_Mauvais_G%C3%A9nie_(Comtesse_de_S%C3%A9gur)	1867_Le_Mauvais_Genie	https://www.cairn.info/revue-de-litterature-comparee-2002-4-page-467.htm	1867	Ségur	Q465681		45209	49674	Domaine public
Les Actes des Apôtres	Sophie de Ségur	https://fr.wikisource.org/wiki/Les_Actes_des_Ap%C3%B4tres	1867_Les_Actes_des_Apotres	https://books.google.fr/books?id=BnVYDwAAQBAJ&lpg=PT6&ots=8HoXMjpieC&dq=%22Les%20Actes%20des%20Ap%C3%B4tres%22%201866%20%22s%C3%A9gur%22&lr&hl=fr&pg=PT209#v=onepage&q=actes%20des%20ap%C3%B4tres&f=false	1867	Ségur	Q465681		61100	66805	Domaine public
Les mystères de Marseille.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-Marseille.epub	1867_Les_mysteres_de_Marseille	https://fr.wikipedia.org/wiki/Émile_Zola	1867	Zola	Q504	http://data.bnf.fr/ark:/12148/cb16542958z#about	123297	135298	Domaine public
Mademoiselle Merquem	George Sand	https://fr.wikisource.org/wiki/Mademoiselle_Merquem	1867_Mademoiselle_Merquem	https://www.jstor.org/stable/40533156	1867	Sand	Q3816		83055	92462	Domaine public
Mémoires d'un gendarme	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-gendarme.epub	1867_Memoires_d_un_gendarme	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1867	Ponson	Q2595750		77378	84936	Domaine public
Thérèse Raquin.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-raquin.epub	1867_Therese_Raquin	https://fr.wikipedia.org/wiki/Émile_Zola	1867	Zola	Q504	http://data.bnf.fr/ark:/12148/cb12460232j#about	65081	70808	Domaine public
3. La Rue de Jérusalem	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Habits_Noirs_III.epub	1868_3_La_Rue_de_Jerusalem	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres, https://fr.wikipedia.org/wiki/Les_Habits_noirs, https://data.bnf.fr/fr/documents-by-rdt/11902704/te/page3	1868	Féval	Q472568		123007	135468	Domaine public
Diloy le chemineau	Sophie de Ségur	https://fr.wikisource.org/wiki/Diloy_le_chemineau	1868_Diloy_le_chemineau	https://www.cairn.info/revue-ethnologie-francaise-2014-4-page-663.htm	1868	Ségur	Q465681		47728	52644	Domaine public
La fée d'Auteuil	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Auteuil.epub	1868_La_fee_d_Auteuil	https://catalogue.bnf.fr/rechercher.do?motRecherche=La+fée+d%27Auteuil&critereRecherche=0&depart=0&facetteModifiee=ok	1868	Ponson	Q2595750		60020	65859	Domaine public
Le cavalier Fortune	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Le_cavalier_Fortune.epub	1868_Le_cavalier_Fortune	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres	1868	Féval	Q472568		124462	136413	Domaine public
Le Grillon du moulin	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-grillon.epub	1868_Le_Grillon_du_moulin	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1868	Ponson	Q2595750		65644	72440	Domaine public
