Titre	Auteur	URL	Nom fichier	URL source année fin écriture	Année fin écriture	Nom auteur	Id auteur wikidata	URI œuvre data.bnf	Nb tokens	Nb words	Licence
Claudius Bombarnac	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Claudius_Bombarnac.epub	1892_Claudius_Bombarnac	http://beq.ebooksgratuits.com/vents/verne.htm	1892	Verne	Q33977		71063	80121	Domaine public
Le Château des Carpathes	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Le_chateau_des_Carpathes.epub	1892_Le_Chateau_des_Carpathes	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1892	Verne	Q33977		49092	55183	Domaine public
Passion slave	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/passion-slave_daniel-lesueur.epub	1892_Passion_slave	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1892	Lesueur	Q5217915		66457	72422	Domaine public
20. Le docteur Pascal.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-20.epub	1893_20_Le_docteur_Pascal	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1893	Zola	Q504	http://data.bnf.fr/ark:/12148/cb11935174h#about	110682	122381	Domaine public
Justice de femme	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/justice-de-femme_daniel-lesueur.epub	1893_Justice_de_femme	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1893	Lesueur	Q5217915		64148	69680	Domaine public
P’tit Bonhomme	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Ptit_Bonhomme.epub	1893_P_tit_Bonhomme	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1893	Verne	Q33977		116297	133035	Domaine public
1. Lourdes.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-lourdes.epub	1894_1_Lourdes	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1894	Zola	Q504	http://data.bnf.fr/ark:/12148/cb13514551w#about	170597	187344	Domaine public
Haine d’amour	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/haine-d-amour_daniel-lesueur.epub	1894_Haine_d_amour	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1894	Lesueur	Q5217915		83399	91104	Domaine public
Mirifiques Aventures de maître Antifer	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Mirifiques_aventures_de_maitre_Antifer.epub	1894_Mirifiques_Aventures_de_maitre_Antifer	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1894	Verne	Q33977		105031	119589	Domaine public
À force d’aimer	Daniel Lesueur	https://fr.wikisource.org/wiki/%C3%80_force_d%E2%80%99aimer	1895_A_force_d_aimer	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1895	Lesueur	Q5217915		64900	72639	Domaine public
L’Île à hélice	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Lile_a_helice.epub	1895_L_Ile_a_helice	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1895	Verne	Q33977		108918	122083	Domaine public
2. Rome.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-Rome.epub	1896_2_Rome	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1896	Zola	Q504		230013	252110	Domaine public
Clovis Dardentor	Jules Verne	http://beq.ebooksgratuits.com/vents-epub/Verne_Clovis_Dardentor.epub	1896_Clovis_Dardentor	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1896	Verne	Q33977	http://data.bnf.fr/ark:/12148/cb11948724j#about	59993	67927	Domaine public
Face au drapeau	Jules Verne	http://beq.ebooksgratuits.com/vents-epub/Verne_Face_au_drapeau.epub	1896_Face_au_drapeau	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1896	Verne	Q33977		56224	65178	Domaine public
Invincible Charme	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/invincible-charme_daniel-lesueur.epub	1897_Invincible_Charme	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1897	Lesueur	Q5217915		79780	87034	Domaine public
Le Sphinx des glaces	Jules Verne	http://beq.ebooksgratuits.com/vents-epub/Verne_Le_sphinx_des_glaces.epub	1897_Le_Sphinx_des_glaces	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1897	Verne	Q33977		115637	132014	Domaine public
3. Paris.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-Paris.epub	1898_3_Paris	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1898	Zola	Q504		174217	192438	Domaine public
Comédienne	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/comedienne_daniel-lesueur.epub	1898_Comedienne	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1898	Lesueur	Q5217915		74762	81358	Domaine public
Le Superbe Orénoque	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne-Orenoque.epub	1898_Le_Superbe_Orenoque	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1898	Verne	Q33977	http://data.bnf.fr/ark:/12148/cb165946966#about	103887	116943	Domaine public
Lèvres closes	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/levres-closes_daniel-lesueur.epub	1898_Levres_closes	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1898	Lesueur	Q5217915		31404	34240	Domaine public
1. Fécondité.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-Fecondite.epub	1899_1_Fecondite	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1899	Zola	Q504	http://data.bnf.fr/ark:/12148/cb12049361g#about	216337	238792	Domaine public
Le Testament d’un excentrique	Jules Verne	http://beq.ebooksgratuits.com/vents-epub/Verne_Le_testament_dun_excentrique.epub	1899_Le_Testament_d_un_excentrique	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1899	Verne	Q33977		124227	139056	Domaine public
Le Village aérien	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Le_village_aerien.epub	1900_Le_Village_aerien	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1900	Verne	Q33977		58346	65747	Domaine public
Lointaine Revanche (I) – L’Or sanglant	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/l-or-sanglant_daniel-lesueur.epub	1900_Lointaine_Revanche_(I)_-_L_Or_sanglant	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1900	Lesueur	Q5217915		84232	93102	Domaine public
Lointaine Revanche (II) – La Fleur de Joie	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/la-fleur-de-joie_daniel-lesueur.epub	1900_Lointaine_Revanche_(II)_-_La_Fleur_de_Joie	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1900	Lesueur	Q5217915		105717	118705	Domaine public
Seconde Patrie	Jules Verne	http://beq.ebooksgratuits.com/vents-epub/Verne-patrie.epub	1900_Seconde_Patrie	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1900	Verne	Q33977		120619	136291	Domaine public
2. Travail.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-travail.epub	1901_2_Travail	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1901	Zola	Q504	http://data.bnf.fr/ark:/12148/cb16675988d#about	195178	214291	Domaine public
L’Honneur d'une femme	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/l-honneur-d-une-femme_daniel-lesueur.epub	1901_L_Honneur_d_une_femme	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1901	Lesueur	Q5217915		73830	81198	Domaine public
Les Histoires de Jean-Marie Cabidoulin	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Les_histoires_de_Jean_Marie_Cabidoulin.epub	1901_Les_Histoires_de_Jean-Marie_Cabidoulin	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1901	Verne	Q33977		54404	61288	Domaine public
Les Frères Kip	Jules Verne	http://beq.ebooksgratuits.com/vents-epub/Verne_Les_freres_Kip.epub	1902_Les_Freres_Kip	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1902	Verne	Q33977		106915	121484	Domaine public
Mortel Secret (I) – Lys Royal	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/lys-royal_daniel-lesueur.epub	1902_Mortel_Secret_(I)_-_Lys_Royal	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1902	Lesueur	Q5217915		106534	117118	Domaine public
Mortel Secret (II) – Le Meurtre d’une âme	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/le-meurtre-d-une-ame_mortel-secret_daniel-lesueur.epub	1902_Mortel_Secret_(II)_-_Le_Meurtre_d_une_ame	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1902	Lesueur	Q5217915		83531	91620	Domaine public
3. Vérité.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-verite.epub	1903_3_Verite	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1903	Zola	Q504		219021	240242	Domaine public
Bourses de voyage	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne-bourses.epub	1903_Bourses_de_voyage	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1903	Verne	Q33977		93852	106126	Domaine public
Le cœur chemine	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/le-coeur-chemine_daniel-lesueur.epub	1903_Le_coeur_chemine	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1903	Lesueur	Q5217915		74490	81915	Domaine public
Le Masque d’amour (I) - Le Marquis de Valcor	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/le-marquis-de-valcor_le-masque-d-amour_daniel-lesueur.epub	1904_Le_Masque_d_amour_(I)_-_Le_Marquis_de_Valcor	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1904	Lesueur	Q5217915		103866	113010	Domaine public
Le Masque d’amour (II) - Madame de Ferneuse	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/madame-de-ferneuse_le-masque-d-amour_daniel-lesueur.epub	1904_Le_Masque_d_amour_(II)_-_Madame_de_Ferneuse	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1904	Lesueur	Q5217915		86614	94475	Domaine public
Maître du monde	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Maitre_du_monde.epub	1904_Maitre_du_monde	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1904	Verne	Q33977		46133	53094	Domaine public
Un drame en Livonie	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne-Livonie.epub	1904_Un_drame_en_Livonie	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1904	Verne	Q33977		57031	64192	Domaine public
L’Invasion de la mer	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Linvasion_de_la_mer.epub	1905_L_Invasion_de_la_mer	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1905	Verne	Q33977	http://data.bnf.fr/ark:/12148/cb14646010b#about	57350	64130	Domaine public
La Force du passé	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/la-force-du-passe_daniel-lesueur.epub	1905_La_Force_du_passe	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1905	Lesueur	Q5217915		63434	69340	Domaine public
Borgia !	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Borgia.epub	1906_Borgia_	https://fr.wikipedia.org/wiki/Michel_Zévaco	1906	Zévaco	Q733547	http://data.bnf.fr/temp-work/9ea80f4c731f7397208c4e53cb201d97/#about	127354	145310	Domaine public
1. Les Pardaillan	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-01.epub	1907_1_Les_Pardaillan	https://fr.wikipedia.org/wiki/Michel_Zévaco	1907	Zévaco	Q733547		219873	247190	Domaine public
2. L'épopée d'amour	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-02.epub	1907_2_L_epopee_d_amour	https://fr.wikipedia.org/wiki/Michel_Zévaco	1907	Zévaco	Q733547		163334	182392	Domaine public
Calvaire de femme (I) – Fils de l’amant	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/fils-de-l-amant_daniel-lesueur.epub	1907_Calvaire_de_femme_(I)_-_Fils_de_l_amant	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1907	Lesueur	Q5217915		94028	102640	Domaine public
Calvaire de femme (II) – Madame l’ambassadrice	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/madame-l-ambassadrice_daniel-lesueur.epub	1907_Calvaire_de_femme_(II)_-_Madame_l_ambassadrice	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1907	Lesueur	Q5217915		85676	93455	Domaine public
Le Capitan I	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Capitan-1.epub	1907_Le_Capitan_I	https://fr.wikipedia.org/wiki/Michel_Zévaco	1907	Zévaco	Q733547		108627	121060	Domaine public
Le Capitan II	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Capitan-2.epub	1907_Le_Capitan_II	https://fr.wikipedia.org/wiki/Michel_Zévaco	1907	Zévaco	Q733547		108872	120553	Domaine public
3. La Fausta	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-03.epub	1908_3_La_Fausta	https://fr.wikipedia.org/wiki/Michel_Zévaco	1908	Zévaco	Q733547		198883	224532	Domaine public
4. Fausta vaincue	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-04.epub	1908_4_Fausta_vaincue	https://fr.wikipedia.org/wiki/Michel_Zévaco	1908	Zévaco	Q733547		174782	197338	Domaine public
Nietzschéenne	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/nietzscheenne_daniel-lesueur.epub	1908_Nietzscheenne	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1908	Lesueur	Q5217915		70073	76175	Domaine public
Le Droit à la force	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/le-droit-a-la-force_daniel-lesueur.epub	1909_Le_Droit_a_la_force	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1909	Lesueur	Q5217915		62604	68894	Domaine public
Le Pont des Soupirs	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-soupirs.epub	1909_Le_Pont_des_Soupirs	https://fr.wikipedia.org/wiki/Michel_Zévaco	1909	Zévaco	Q733547	http://data.bnf.fr/temp-work/db6d38fb517e04d69755284a719605b4/#about	99161	111440	Domaine public
Les amants de Venise	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Venise.epub	1909_Les_amants_de_Venise	https://fr.wikipedia.org/wiki/Michel_Zévaco	1909	Zévaco	Q733547	http://data.bnf.fr/temp-work/3fd00b8c1fc3943c01bd3a6dd954881d/#about	113246	126712	Domaine public
Nostradamus	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Nostradamus.epub	1909_Nostradamus	https://fr.wikipedia.org/wiki/Michel_Zévaco	1909	Zévaco	Q733547		122878	137425	Domaine public
Du sang dans les ténèbres (I) – Flaviana princesse	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/flaviana_daniel-lesueur.epub	1910_Du_sang_dans_les_tenebres_(I)_-_Flaviana_princesse	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1910	Lesueur	Q5217915		87060	95399	Domaine public
Du sang dans les ténèbres (II) – Chacune son rêve	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/chacune-son-reve__daniel-lesueur.epub	1910_Du_sang_dans_les_tenebres_(II)_-_Chacune_son_reve	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1910	Lesueur	Q5217915		76609	84545	Domaine public
L'héroïne	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-heroine.epub	1910_L_heroine	https://fr.wikipedia.org/wiki/Michel_Zévaco	1910	Zévaco	Q733547		98036	109354	Domaine public
La Cour des Miracles	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-miracles.epub	1910_La_Cour_des_Miracles	https://fr.wikipedia.org/wiki/Michel_Zévaco	1910	Zévaco	Q733547		108692	123162	Domaine public
Triboulet	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Triboulet.epub	1910_Triboulet	https://fr.wikipedia.org/wiki/Michel_Zévaco	1910	Zévaco	Q733547	http://data.bnf.fr/temp-work/804f5059a04d0d2e9c6454965677a5d7/#about	114738	130208	Domaine public
Au tournant des jours - Gilles de Claircœur	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/au-tournant-des-jours_daniel-lesueur.epub	1911_Au_tournant_des_jours_-_Gilles_de_Claircoeur	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1911	Lesueur	Q5217915		63369	68925	Domaine public
Jean sans Peur	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Jeansanspeur.epub	1911_Jean_sans_Peur	https://fr.wikipedia.org/wiki/Michel_Zévaco	1911	Zévaco	Q733547		108809	120893	Domaine public
L'Hôtel Saint-Pol	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-saintpol.epub	1911_L_Hotel_Saint-Pol	https://fr.wikipedia.org/wiki/Michel_Zévaco	1911	Zévaco	Q733547		101478	113567	Domaine public
Une âme de vingt ans	Daniel Lesueur	https://www.daniel-lesueur.com/wp-content/documents/bibliographie/une-ame-de-vingt-ans_daniel-lesueur.epub	1911_Une_ame_de_vingt_ans	https://www.daniel-lesueur.com/fr/bibliographie-complete-de-daniel-lesueur-1854-1921/l-oeuvre-litteraire/	1911	Lesueur	Q5217915		33773	37299	Domaine public
La marquise de Pompadour	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pompadour.epub	1912_La_marquise_de_Pompadour	https://fr.wikipedia.org/wiki/Michel_Zévaco	1912	Zévaco	Q733547		107029	123298	Domaine public
Le rival du roi	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-rival.epub	1912_Le_rival_du_roi	https://fr.wikipedia.org/wiki/Michel_Zévaco	1912	Zévaco	Q733547		104391	119066	Domaine public
5. Pardaillan et Fausta	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-05.epub	1913_5_Pardaillan_et_Fausta	https://fr.wikipedia.org/wiki/Michel_Zévaco	1913	Zévaco	Q733547		125155	139194	Domaine public
6. Les amours du Chico	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-06.epub	1913_6_Les_amours_du_Chico	https://fr.wikipedia.org/wiki/Michel_Zévaco	1913	Zévaco	Q733547		131497	146097	Domaine public
Buridan, le héros de la Tour de Nesle	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Buridan.epub	1913_Buridan,_le_heros_de_la_Tour_de_Nesle	https://fr.wikipedia.org/wiki/Michel_Zévaco	1913	Zévaco	Q733547		106625	119237	Domaine public
La reine sanglante	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-sanglante.epub	1913_La_reine_sanglante	https://fr.wikipedia.org/wiki/Michel_Zévaco	1913	Zévaco	Q733547		84166	93880	Domaine public
7. Le fils de Pardaillan I	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-07.epub	1916_7_Le_fils_de_Pardaillan_I	https://fr.wikipedia.org/wiki/Michel_Zévaco	1916	Zévaco	Q733547		118577	132933	Domaine public
8. Le fils de Pardaillan II	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-08.epub	1916_8_Le_fils_de_Pardaillan_II	https://fr.wikipedia.org/wiki/Michel_Zévaco	1916	Zévaco	Q733547		117961	131688	Domaine public
Don Juan	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Donjuan.epub	1916_Don_Juan	https://fr.wikipedia.org/wiki/Michel_Zévaco	1916	Zévaco	Q733547		115257	130580	Domaine public
Le roi amoureux	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-amoureux.epub	1916_Le_roi_amoureux	https://fr.wikipedia.org/wiki/Michel_Zévaco	1916	Zévaco	Q733547		72415	81633	Domaine public
Fiorinda-la-Belle	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Fiorinda.epub	1920_Fiorinda-la-Belle	https://fr.wikipedia.org/wiki/Michel_Zévaco	1920	Zévaco	Q733547		63529	70429	Domaine public
Le Pré-aux-Clercs	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-clercs.epub	1920_Le_Pre-aux-Clercs	https://fr.wikipedia.org/wiki/Michel_Zévaco	1920	Zévaco	Q733547		62277	69086	Domaine public
10. La fin de Fausta	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-10.epub	1926_10_La_fin_de_Fausta	https://fr.wikipedia.org/wiki/Michel_Zévaco	1926	Zévaco	Q733547		144717	161142	Domaine public
9. La fin de Pardaillan	Michel Zévaco	http://beq.ebooksgratuits.com/auteurs/zevaco/Zevaco-Pardaillan-09.epub	1926_9_La_fin_de_Pardaillan	https://fr.wikipedia.org/wiki/Michel_Zévaco	1926	Zévaco	Q733547		145021	161723	Domaine public
